#,Väljaanne,Kaebuse sisu,Lahendi kuupäev,Lahendi liik,Otsuse sisu,Koodeks,Väljaande nimi
1022 ,Postimees 11.02.21 Eestlaste asutatud Fortumo tegi diili Myanmaris riigipöörde korraldajate rahastajaga ,Kaebaja hinnangul on artikkel moonutatud ja eksitav. ,27.05.21,tauniv,"TAUNIV: Postimees rikkus artikli pealkirjaga ajakirjanduseetika koodeksi punkti 4.11, mis ütleb, et pealkirjad ei või auditooriumi eksitada. Pressinõukogu hinnangul on pealkiri, mis ütleb, et Fortumo tegi diili Myanmari sõjaväelise huntaga, eksitav, sest Äripäevast refereeritud artiklist endast selgub, et Fortumo partner on sõjaväe osalusega telekomifirma, millega sõlmiti leping enne riigipöörde toimumist riigi eelmise valitsuse ajal. ",['4.11'],Postimees
1021 ,Äripäev 11.02.21 Fortumo tegi diili Myanmaris riigipööret korraldava sõjaväelise huntaga ,Kaebaja hinnangul on artikkel moonutatud ja eksitav. ,22.04.21,tauniv,"TAUNIV: Äripäev rikkus paberlehes ilmunud artikli pealkirjaga ja esiküljega ajakirjanduseetika koodeksi punkti 4.11, mis ütleb, et pealkirjad ei või auditooriumi eksitada. Artikli pealkiri ütleb, et Fortumo tegi diili Myanmari sõjaväelise huntaga. Pressinõukogu hinnangul on see väide eksitav. ",['4.11'],Äripäev
1019 ,"Venekeelne Delfi 06.12.20 Varastatud miljonid, tellitud mõrv ning kümnete pättide sujuv koostöö Eesti e-riigiga ",Kaebaja hinnangul sisaldab artikkel ebaõiget infot. ,25.03.21,õigeksmõistev,"ÕIGEKSMÕISTEV: Vene Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Kaebajat puudutab mahukas artiklis vaid osa, mis tõsiseid süüdistusi ei sisalda. Kaebaja on saanud loos ka sõna oma tegevuse kommenteerimiseks. ",[],Delfi
1018 ,"Eesti Ekspress 03.11.20 Varastatud miljonid, tellitud mõrv ning kümnete pättide sujuv koostöö Eesti e-riigiga ",Kaebaja hinnangul sisaldab artikkel ebaõiget infot. ,25.03.21,õigeksmõistev,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu. Kaebajat puudutab mahukas artiklis vaid osa, mis tõsiseid süüdistusi ei sisalda. Kaebaja on saanud loos ka sõna oma tegevuse kommenteerimiseks. ",[],Eesti Ekspress
1017 ,Eesti Päevaleht 09.12.20 FAKTIKONTROLL: MMS-i maaletooja võitleb koroonavaktsiini vastu libainfoga ,"Kaebaja leiab, et lugu sisaldab ebatäpset ja kontrollimata infot, tema tsitaati on moonutatud ja talle ei ole sõna antud. ",25.03.21,tauniv,"TAUNIV: Leht ei järginud ajakirjanduseetika koodeksi punkti 1.4, mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Pressinõukogu hinnangul on kaebaja väiteid käsitleva artikli juures oleva illustratsiooni allkirjas ebatäpne tõlgendus kaebaja Facebooki-postitusest. ",['1.4'],Eesti Päevaleht
1015 ,"Eesti Päevaleht, Delfi 30.12.20 Kuidas ehitatakse uusi SAPTK-e ja Objektiive: juhtimine Prantsusmaalt, raha Poolast ","Kaebaja hinnangul on artikkel ja selle pealkiri eksitavad, ebatäpsed ja moonutatud. ",18.02.21,õigeksmõistev,"ÕIGEKSMÕISTEV: artikkel ei esita SAPTKi kohta süüdistusi, lisaks on saanud Varro Vooglaid artiklis sõna. ",[],Delfi
 1013 , Postimees Metsandusteemalised artiklid alates 25.09.20 ," Kaebaja hinnangul sisaldavad artiklid moonutatud ja eksitavat infot ning neis on segamini faktid ja arvamused. Kaebaja ei ole rahul, et mitmel korral on vastulause jäetud avaldamata. ",18.02.21,õigeksmõistev,"ÕIGEKSMÕISTEV: Postimees ei eksinud ajakirjanduseetika koodeksi vastu, sest need kajastavad erinevate osapoolte seisukohti ega sisalda tõsiseid süüdistusi. ",[],Postimees
 1011 ," Õhtuleht 11.11.20 Et ainult keegi teada ei saaks! Imre Rammul survestas ajakirjanikku: ""Ma panin oma inimesed teid jälitama!"" 29.11.20 Imre Rammul nõuab tema suhtlusstiili kritiseerinud naiselt mainekahju hüvitamist "," Kaebaja ei ole rahul, et ei saanud süüdistusi kommenteerida. Samuti leiab kaebaja, et infot ei ole kontrollitud, lood on kallutatud ja tema tsitaate ja pilti on moonutatud. ",21.01.21,õigeksmõistev,"ÕIGEKSMÕISTEV: Õhtuleht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul kajastavad mõlemad artiklid kaebaja seisukohti. Pressinõukogu hinnangul ei ole kaevatavad väited mõlemas artiklis ebatäpsed, sest need annavad edasi kaebaja poolt öeldut või öeldu mõtet. ",[],Õhtuleht
 1010 ," Kroonika 13.09.20 Kohila sügispeo korraldaja tõmbas osalised haneks: Shanon ja Terminaator lavale ei astunudki, publik lahkus noruspäi "," Kaebaja ei ole rahul, et ei saanud esitatud süüdistustele vastata ning et teda näidatakse loos petturina. ",21.01.21,õigeksmõistev,ÕIGEKSMÕISTEV: Kroonika ei rikkunud ajakirjanduseetika koodeksit. Pressinõukogu hinnangul sai kaebaja võimaluse toimunut (kontserti ja maksmata tasusid) kommenteerida. ,[],Kroonika
 1009 ," Eesti Päevaleht 22.11.20 Tuukrite ""tõde ja õigus"": muinsuskaitse soperdas ühele osalisele hanke ajal loa, ent pääses kriminaaluurimisest "," Kaebaja leiab, et pealkiri sisaldab halvustavat hinnangut, lugu sisaldab eksitavat ja ebatäpset infot ning ta ei ole saanud sõna süüdistuste kommenteerimiseks. ",21.01.21,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.1., mis näeb ette, et uudised, arvamused ja oletused olgu selgelt eristatavad. Pressinõukogu hinnangul jätavad artikkel, pealkiri ja loo juhtlõik koosmõjus mitmeti mõistetava mulje, nagu oleks kaebaja seotud muinsuskaitseameti tehtud veaga ja vea parandamisega. ",['4.1'],Eesti Päevaleht
 1007 ," Delfi 29.11.20 Konflikt Kehra gümnaasiumis - vald alustas menetlust, ministeerium jälgib olukorda ", Kaebajate hinnangul on artikkel ebatäpne ja eksitav ning info tõesust ja allikate usaldusväärsust ei kontrollitud. ,17.12.20,õigeksmõistev,ÕIGEKSMÕISTEV: Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on kooli juhtkond artiklis sõna saanud ning kõik loos olevad väited on allikatega kaetud. ,[],Delfi
 1006 , Raplamaa Sõnumid 21.10.20 Rapla vallavalitsus andis oma panuse vähihaige ema elu raskendamisse ," Kaebaja leiab, et artikkel sisaldab ebaõigeid väiteid ja on kallutatud. ",21.01.21,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.1., mis näeb ette, et uudised, arvamused ja oletused olgu selgelt eristatavad. Pressinõukogu hinnangul on artiklis segamini ema väited, faktid ja ajakirjaniku oletused. ",['4.1'],Meie Maa
 1005 , Postimees 18.09.20 Kes elab paksu metsa sees? Seal elab metsaärimees! ," Kaebajate hinnangul sisaldab artikkel nende kohta valeinfot. Kaebajad leiavad, et artikkel on halvustav ja tekitab põhjendamata kannatusi. ",17.12.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Postimees ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu leiab, et artikkel ei sisalda kaebajate kohta süüdistusi. ",[],Postimees
 1004 , Eesti Ekspress 19.08.20 Kuidas poeg ema kodu tagaselja ära kinkis ," Kaebaja hinnangul ei ole artiklis avaldatu vastu avalikku huvi, inimesed on identifitseeritavad ja kaebajale ei antud sõna. ",17.12.20,tauniv,"TAUNIV: Ekspress rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul küsiti kaebajatelt küll kohtuotsuse avaldamise, kuid mitte ema mälestuste kohta kommentaari. ",['4.2'],Eesti Ekspress
 1002 , Maaleht 08.10.20 Metsakaitsjate tagant paistavad Gazpromi huvid ja raha ," Kaebaja ei ole rahul, et sõna ei saanud. Kaebaja leiab, et artikkel on eksitav. ",26.11.20,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Samuti rikkus punkti 4.1., mis näeb ette, et uudised, arvamused ja oletused olgu selgelt eristatavad ning uudismaterjal põhinegu tõestataval ja tõenditega tagatud faktilisel infol. Pressinõukogu hinnangul sisaldab artikkel segamini fakte ning ajakirjaniku arvamusi ja oletusi. Maaleht rikkus ka koodeksi punkti 4.2. ja 4.11. ","['1.4', '4.1', '4.2', '4.11']",Maaleht
 1001 , Eesti Ekspress 22.07.20 Suur narkoäri: kooli kullaga lõpetanud oivik lõi käed Assar Pauluse jõugu liikmega 14.10.20 Kohtutäitur müüb Assar Pauluse jõugu liikme maasturit ," Kaebaja leiab, et artiklid sisaldavad ebaõigeid väiteid, kaebaja ei ole sisuliselt sõna saanud ja rikutud on tema eraelu puutumatust. Kaebaja hinnangul on mõlema loo pealkirjad eksitavad. ",26.11.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu, sest artiklid põhinevad kohtudokumentidel ja Siim Subi poolt antud ütlused on kajastatud. ",[],Eesti Ekspress
 1000 , Eesti Ekspress 07.10.20 Õuduste maja: tõde ja õigus Vabaduse puiesteel ," Kaebaja hinnangul sisaldab artikkel kontrollimata väiteid, on ebatäpne ja eksitav. ",26.11.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu, sest artiklis on saanud sõna konflikti mõlema osapoole advokaadid. Artiklist ei tule välja, millise majaga on tegu, samuti ei ole tuvastatavad tülis olevad naabrid, sest nende nimed on muudetud. ",[],Eesti Ekspress
 998 , Õhtuleht 29.09.20 Viis kurioosumit apteegiloo kirjutamisest: Apotheka peitis ravimite hinnad ," Kaebaja hinnangul sisaldab artikkel ebatäpset infot. Kaebaja ei ole rahul, et artiklis sõna ei saanud. ",26.11.20,õigeksmõistev,ÕIGEKSMÕISTEV: Õhtuleht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul oli tegu apteegireformi analüüsimisel välja tulnud kummaliste asjaoludega ning artiklis kaebaja kohta süüdistusi ei esitatud. ,[],Õhtuleht
 997 , Eesti Päevaleht 02.10.20 Endine Eesti operatiivtöötaja müüs rahapesumasinale veepuhastusmasinaid ," Kaebaja leiab, et ajakirjanik ei selgitanud, millest ta lugu kirjutab, artikli pealkiri on meelevaldne ja lugu halvustav. ",26.11.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Päevaleht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole artikli pealkiri eksitav, sest tugineb artiklil ja faktidel. Kaebaja omab seost Goldcraft Universaliga ja kinnitas, et tegeleb veepuhastusseadmetega. ",[],Eesti Päevaleht
 996 ," Õhtuleht 02.10.20 Apteegid jätavad perearstid gripivaktsiinidest kuivale: patsiendile tähendab see suuremat väljaminekut 05.10.20 06.10.20 Apteegid hoiavad gripivaktsiine kiivalt endale ega müü perearstidele, kes vaktsineerivad odavamalt "," Kaebaja leiab, et esimene artikkel on ühepoolne, ebatäpne ja eksitava pealkirjaga. Teise artikli puhul leiab kaebaja, et ka see on eksitava pealkirjaga ja ebatäpne. ",26.11.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Õhtuleht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul tuleb artiklist välja, et perearstidel oli apteekidest vaktsiinide hankimisel probleeme. Lisaks olid antud lugude puhul osapoolteks apteegid ja perearstid ning mõlemad pooled said ka sõna. ",[],Õhtuleht
 994 , Kroonika 13.08.20 Poliitik Siret Kotka suhe muutus järsku ahistamiseks: ma ei tunne end enam sugugi turvaliselt! ," Kaebaja ei ole rahul, et artiklis on avaldatud tema eraelu puudutavat, tema nimi ja e-kirjade vestlus ajakirjanikuga. Kaebaja ei ole rahul, et väljaanne tema konfidentsiaalsust ei hoidnud. ",26.11.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Kroonika ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on antud loo puhul avalik huvi, sest tegemist on ahistava käitumisega ning seetõttu on kaebaja eraelu kohta andmete avaldamine põhjendatud. ",[],Kroonika
 993 , Postimees 18.07.20 Mis maksab üks kommentaar? ," Kaebaja leiab, et artikkel sisaldas konflikti ja süüdistust ning ta ei ole rahul, et leht temalt kommentaari ei küsinud. ",22.10.20,tauniv,"TAUNIV: Postimees rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul süüdistab artikkel kaebajat suukorvistamises ja seetõttu oleks pidanud talle sõna andma. ",['4.2'],Postimees
 992 , Põhjarannik 29.08.20 Narva ametnikele koroonakriisi aegu makstud preemiad sõid ära lasteaedade säästud , Kaebaja hinnangul on artikkel halvustav ja sisaldab faktiviga. ,22.10.20,õigeksmõistev,ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul tegi ettepaneku linnaasutuste juhtidele preemiate maksmiseks linnapea ning sellest tulenevalt ei ole tegemist eksitava infoga. ,[],Põhjarannik
 991 , Postimees 06.07.20 Estoonlased lahkavad Aivar Mäed tabanud süüdistuste tagamaid ," Kaebaja ei ole rahul, et teda on artiklis identifitseeritud ja tema andmed avaldatud. ",22.10.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Kaebaja ja ajakirjaniku vahel toimus kolm telefonivestlust. Ajakirjanik ei andnud kaebajaga toimunud vestluste käigus lubadust, et Postimees ei avalda tema nime. ",[],Postimees
 990 ," Eesti Ekspress 15.07.20 EAS käib jälle Viive Aasmaaga kohut, asjasse on segatud ka Mark Eikner ja Paavo Pettai "," Kaebaja hinnangul halvustab artikkel tema mainet. Kaebaja leiab, et artikkel sisaldab oletusi ja ühepoolseid tõlgendusi. Kaebaja ei ole rahul, et talle sõna ei antud. ",24.09.20,tauniv,"TAUNIV: Ekspress rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Kalle Klandorf on toodud artiklisse sisse kui osapool, tema kohta on esitatud süüdistusi, mistõttu oleks pidanud talle sõna andma. ",['4.2'],Eesti Ekspress
 988 ," Eesti Päevaleht 30.07.20 Aastatepikkune kiusamine võttis Heldin Noolelt elu. ""Ma arvan, et minu minevikust on saanud minu olevik ja tulevik"" "," Kaebaja leiab, et artiklis on põhjendamatult avaldatud tema kohta infot. ",22.10.20,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 1.5., mis näeb ette, et ajakirjandus ei tohi oma tegevusega tekitada kellelegi põhjendamata kannatusi, veendumata, et avalikkusel on tõesti vaja seda infot teada. Pressinõukogu hinnangul ei olnud põhjendatud avaldada kaebaja poolt 14-aastaselt tehtud postitust nüüd koos nime ja pildiga. ",['1.5'],Eesti Päevaleht
 987 , Postimees 29.07.20 Vigade rägastik: haigla eiras põhitõdesid ," Kaebaja leiab, et artikli juhtlõik ja kõrvallugu sisaldavad eksitavat infot. ",24.09.20,tauniv,"TAUNIV: Postimees rikkus ajakirjanduseetika koodeksi punkti 4.11., mis näeb ette, et pealkirjad ega juhtlaused ei või auditooriumi eksitada. Pressinõukogu hinnangul on artikli juhtlõik ja kõrvalloo pealkiri eksitavad, sest viitavad nakkushaiglale, kuigi loos endas on juttu terves haiglas aset leidnud rikkumistest. ",['4.11'],Postimees
 985 , Sakala 24.07.20 Autistliku poja ema: müüdid on visad kaduma ," Kaebaja hinnangul on tema kommentaar kontekstist välja võetud. Samuti ei ole ta rahul, et talle sõna ei antud. ",24.09.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Sakala ei rikkunud ajakirjanduseetika koodeksit. Pressinõukogu hinnangul ei ole Sakala moonutanud Kadri Vilba poolt sotsiaalmeedias öeldut. Lisaks ei ole intervjuus esitatud kaebaja kohta süüdistusi, mistõttu ei olnud vaja talle sõna anda. ",[],Sakala
 984 ," Eesti Ekspress 15.07.20 EAS käib jälle Viive Aasmaga kohut, asjasse on segatud ka Mark Eikner ja Paavo Pettai "," Kaebaja hinnangul sisaldab artikkel hinnangulisi väiteid ja faktivigu. Kaebaja ei ole rahul, et leht vigu ei parandanud. ",24.09.20,tauniv,"TAUNIV: Ekspress rikkus ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Pressinõukogu hinnangul sisaldab artikkel hulga ebatäpsusi, millele ka EAS ajakirjaniku tähelepanu juhtis, kuid neid ei parandanud. Lisaks sisaldab artikkel läbisegi fakte ja ajakirjaniku hinnanguid. ",['1.4'],Eesti Ekspress
 983 ," Delfi 09.07.20 Kired, sahkerdamised, radoon ja vallavanema poeg - lendavad laastud Meriküla hiigelkompleksi ümber "," Kaebaja leiab, et artikkel sisaldab oletusi, valeväiteid ja eksitavat infot. Samuti ei ole kaebaja rahul, et vald sõna ei saanud. ",24.09.20,tauniv,"TAUNIV: Delfi rikkus ajakirjanduseetika koodeksi punkti 4.1., mis näeb ette, et uudised, arvamused ja oletused olgu selgelt eristatavad ning uudismaterjal põhinegu tõestataval ja tõenditega tagatud faktilisel informatsioonil. Pressinõukogu arvates on artiklis segamini faktid ning ajakirjaniku oletused ja hinnangud, mis kokkuvõttes jätavad mulje, et Meriküla kompleksis toimub ebaseaduslik tegevus. Samuti rikkus Delfi punkti 4.2. ","['4.1', '4.2']",Delfi
 982 , Eesti Ekspress 22.06.20 Metsarahva kristus ," Kaebaja leiab, et artikkel sisaldab eksitavat infot. ",24.09.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu, sest Pressinõukogu hinnangul ei sisalda artikkel Valdur Mikita kohta konkreetseid süüdistusi. ",[],Eesti Ekspress
 981 , Eesti Päevaleht 15.06.20 Valdur Mikita pere maadel võetakse lindude elu hinnaga maha hektarite kaupa uhket kaasikut , Kaebaja hinnangul sisaldab artikkel eksitavat ja moonutatud infot. ,24.09.20,tauniv,"TAUNIV: Päevaleht rikkus ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjanik vastutab oma sõnade ja loomingu eest ning ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Samuti rikkus leht punkti 4.1., mis näeb ette, et uudised, arvamused ja oletused olgu selgelt eristatavad ning uudismaterjal põhinegu tõestataval ja tõenditega tagatud faktilisel infol. Pressinõukogu hinnangul süüdistatakse anonüümsele allikale tuginedes Valdur Mikitat metsaraies linnurahu ajal, kuid allika väitele ei ole tõendeid juurde otsitud. ","['1.4', '4.1']",Eesti Päevaleht
 980 , Raplamaa Sõnumid 01.07.20 Kehtna valda varjutavad korruptsioonikahtlused ," Kaebaja leiab, et artikkel sisaldab valeinfot ja süüdistusi, kuid sõna talle ei antud. ",27.08.20,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 5.1., mis näeb ette, et kui kellegi kohta avaldatakse tõsiseid süüdistusi, tuleks talle võimaluse korral pakkuda kommentaari samas numbris. Pressinõukogu hinnangul sisaldas artikkel tõsiseid süüdistusi Lauri Mölderi kohta ja seetõttu oleks talle pidanud sõna andma. ",['5.1'],Meie Maa
 979 , Äripäev 04.06.20 Allilma liidri vabaduse eest 350 000 eurot maksnud ettevõte sai osa rahast tagasi ," Kaebaja leiab, et artikkel on kallutatud, sisaldab valet ja pealkiri on eksitav. Kaebaja ei ole rahul, et ta sõna ei saanud ja et loos on avalikustatud tema eraelu puutumatust rikkuvaid asjaolusid. ",27.08.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu hinnangul sai kaebaja sõna oma advokaadi kaudu. Lisaks kinnitas advokaat, et kõik on korrektne. ",[],Äripäev
 978 ," Õhtuleht 01.07.20 ""Kodutunde"" kuriteoteate saanud produtsent Loigo: Rasmust oli plaanis aidata sügishooajal "," Kaebaja hinnangul sisaldab artikkel tõsiseid süüdistusi, kuid sõna neile ei anta. ",27.08.20,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole kaubamärgi teema meedias uus ja tegemist ei ole mitte süüdistuse, vaid faktiga. Lisaks on kaebaja artiklis sõna saanud. ",[],Õhtuleht
 977 ," Müürileht 08.06.20 Pahaaimamatu tarbimisotsus, mis reostas kodust Läänemerd "," Kaebaja leiab, et artikkel sisaldab ekslikke ja eksitavaid väiteid ja on kaebaja mainet kahjustav. ",27.08.20,tauniv,"TAUNIV: Müürileht rikkus ajakirjanduseetika koodeksi punkti 4.1., mis näeb ette, et uudised, arvamused ja oletused olgu selgelt eristatavad. Pressinõukogu hinnangul sisaldab artikkel fakte ja oletusi läbisegi ning loo žanr ei ole tuvastatav. ",['4.1'],Müürileht
 976 , Eesti Ekspress 18.03.20 Kius tööinspektsioonis: ametnikud vajavad psühhiaatrilist abi 17.06.20 Tööinspektsiooni afääride jätk: lekkinud kapo töötajate andmed ja vaigistamiskatse ," Kaebaja hinnangul sisaldavad artiklid ebatäpset ja moonutatud infot, allikate usaldusväärsust ja info tõesust pole kontrollitud, osa infot on kontekstist väljas ning kaebaja ei saanud võimalust vastulauseks. ",27.08.20,õigeksmõistev,ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole artiklites tuvastatavat moonutatud või ebatäpset infot. Lisaks on Tööinspektsiooni esindajatele sõna antud. ,[],Eesti Ekspress
